-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2022 through 12/31/2022 in LST
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SRF_ALB     CERES SYN1deg All Sky Surface Albedo (dimensionless) 
-END HEADER-
PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SRF_ALB,2022,21.5,73.5,0.11,0.11,0.11,0.12,0.1,0.1,0.14,0.13,0.11,0.11,0.11,0.11,0.11
ALLSKY_SRF_ALB,2022,21.5,74.5,0.11,0.12,0.11,0.11,0.09,0.1,0.14,0.14,0.12,0.13,0.13,0.12,0.12
ALLSKY_SRF_ALB,2022,22.5,68.5,0.11,0.08,0.08,0.09,0.07,0.09,0.08,0.08,0.11,0.09,0.08,0.1,0.09
ALLSKY_SRF_ALB,2022,22.5,69.5,0.14,0.12,0.13,0.15,0.12,0.13,0.15,0.14,0.13,0.13,0.12,0.16,0.14
ALLSKY_SRF_ALB,2022,22.5,70.5,0.12,0.12,0.12,0.11,0.1,0.12,0.13,0.14,0.11,0.12,0.11,0.13,0.12
ALLSKY_SRF_ALB,2022,22.5,71.5,0.14,0.14,0.15,0.14,0.13,0.15,0.18,0.19,0.15,0.15,0.15,0.15,0.15
ALLSKY_SRF_ALB,2022,22.5,72.5,0.14,0.14,0.15,0.15,0.15,0.17,0.18,0.19,0.13,0.15,0.15,0.15,0.15
ALLSKY_SRF_ALB,2022,22.5,73.5,0.13,0.14,0.13,0.12,0.12,0.14,0.15,0.14,0.12,0.15,0.13,0.13,0.13
ALLSKY_SRF_ALB,2022,22.5,74.5,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.16,0.12,0.13,0.12,0.12,0.13
ALLSKY_SRF_ALB,2022,23.5,68.5,0.13,0.13,0.13,0.14,0.16,0.16,0.13,0.16,0.15,0.15,0.13,0.14,0.14
ALLSKY_SRF_ALB,2022,23.5,69.5,0.16,0.15,0.16,0.15,0.14,0.14,0.13,0.16,0.15,0.16,0.15,0.16,0.15
ALLSKY_SRF_ALB,2022,23.5,70.5,0.17,0.17,0.18,0.19,0.17,0.18,0.2,0.17,0.14,0.16,0.16,0.16,0.17
ALLSKY_SRF_ALB,2022,23.5,71.5,0.17,0.16,0.19,0.18,0.18,0.18,0.31,0.25,0.15,0.18,0.19,0.19,0.19
ALLSKY_SRF_ALB,2022,23.5,72.5,0.16,0.16,0.15,0.18,0.15,0.16,0.17,0.16,0.15,0.17,0.16,0.16,0.16
ALLSKY_SRF_ALB,2022,23.5,73.5,0.14,0.15,0.15,0.16,0.15,0.17,0.19,0.17,0.14,0.15,0.15,0.15,0.16
ALLSKY_SRF_ALB,2022,23.5,74.5,0.13,0.14,0.14,0.14,0.13,0.13,0.14,0.17,0.12,0.14,0.13,0.13,0.14
ALLSKY_SRF_ALB,2022,24.5,68.5,0.15,0.14,0.14,0.15,0.13,0.13,0.13,0.14,0.11,0.13,0.12,0.13,0.13
ALLSKY_SRF_ALB,2022,24.5,69.5,0.18,0.17,0.18,0.19,0.18,0.19,0.21,0.21,0.17,0.17,0.16,0.18,0.18
ALLSKY_SRF_ALB,2022,24.5,70.5,0.2,0.19,0.21,0.21,0.2,0.21,0.18,0.19,0.16,0.19,0.2,0.21,0.2
ALLSKY_SRF_ALB,2022,24.5,71.5,0.19,0.18,0.2,0.19,0.15,0.17,0.23,0.21,0.15,0.2,0.19,0.19,0.19
ALLSKY_SRF_ALB,2022,24.5,72.5,0.15,0.16,0.17,0.18,0.15,0.16,0.23,0.19,0.15,0.17,0.17,0.17,0.17
ALLSKY_SRF_ALB,2022,24.5,73.5,0.13,0.14,0.14,0.16,0.15,0.15,0.24,0.18,0.14,0.15,0.14,0.14,0.16
ALLSKY_SRF_ALB,2022,24.5,74.5,0.13,0.15,0.14,0.15,0.14,0.14,0.16,0.21,0.13,0.13,0.13,0.14,0.15
ALLSKY_SRF_ALB,2022,25.5,68.5,0.17,0.16,0.16,0.17,0.14,0.16,0.15,0.15,0.14,0.16,0.15,0.16,0.16
ALLSKY_SRF_ALB,2022,25.5,69.5,0.18,0.17,0.18,0.18,0.16,0.17,0.21,0.18,0.14,0.17,0.16,0.18,0.17
ALLSKY_SRF_ALB,2022,25.5,70.5,0.21,0.2,0.22,0.22,0.19,0.19,0.21,0.23,0.19,0.21,0.21,0.23,0.21
ALLSKY_SRF_ALB,2022,25.5,71.5,0.21,0.2,0.22,0.23,0.2,0.2,0.23,0.22,0.19,0.21,0.21,0.22,0.21
ALLSKY_SRF_ALB,2022,25.5,72.5,0.19,0.19,0.21,0.21,0.2,0.21,0.25,0.22,0.19,0.21,0.21,0.21,0.21
ALLSKY_SRF_ALB,2022,25.5,73.5,0.16,0.17,0.17,0.18,0.17,0.18,0.21,0.21,0.17,0.18,0.17,0.18,0.18
ALLSKY_SRF_ALB,2022,25.5,74.5,0.14,0.16,0.16,0.17,0.16,0.16,0.18,0.23,0.15,0.15,0.15,0.17,0.16
ALLSKY_SRF_ALB,2022,26.5,68.5,0.19,0.17,0.17,0.18,0.18,0.18,0.16,0.16,0.14,0.16,0.15,0.17,0.17
ALLSKY_SRF_ALB,2022,26.5,69.5,0.24,0.21,0.22,0.21,0.17,0.17,0.2,0.22,0.21,0.23,0.21,0.23,0.21
ALLSKY_SRF_ALB,2022,26.5,70.5,0.22,0.21,0.24,0.23,0.2,0.2,0.22,0.21,0.21,0.23,0.23,0.24,0.22
ALLSKY_SRF_ALB,2022,26.5,71.5,0.22,0.21,0.23,0.24,0.23,0.22,0.26,0.25,0.21,0.23,0.23,0.23,0.23
ALLSKY_SRF_ALB,2022,26.5,72.5,0.2,0.21,0.22,0.23,0.22,0.21,0.23,0.21,0.2,0.22,0.22,0.22,0.22
ALLSKY_SRF_ALB,2022,26.5,73.5,0.19,0.19,0.2,0.2,0.19,0.19,0.2,0.21,0.18,0.2,0.2,0.21,0.2
ALLSKY_SRF_ALB,2022,26.5,74.5,0.15,0.17,0.17,0.18,0.17,0.18,0.17,0.19,0.16,0.17,0.17,0.18,0.17
ALLSKY_SRF_ALB,2022,27.5,68.5,0.18,0.16,0.14,0.17,0.17,0.17,0.17,0.13,0.11,0.13,0.13,0.14,0.15
ALLSKY_SRF_ALB,2022,27.5,69.5,0.21,0.2,0.2,0.21,0.2,0.19,0.19,0.19,0.19,0.21,0.19,0.19,0.2
ALLSKY_SRF_ALB,2022,27.5,70.5,0.22,0.21,0.23,0.23,0.22,0.23,0.22,0.23,0.23,0.23,0.22,0.23,0.22
ALLSKY_SRF_ALB,2022,27.5,71.5,0.21,0.2,0.23,0.24,0.23,0.23,0.21,0.25,0.23,0.24,0.22,0.23,0.23
ALLSKY_SRF_ALB,2022,27.5,72.5,0.2,0.2,0.22,0.23,0.23,0.22,0.22,0.21,0.22,0.23,0.21,0.22,0.22
ALLSKY_SRF_ALB,2022,27.5,73.5,0.2,0.2,0.21,0.22,0.22,0.21,0.21,0.23,0.2,0.21,0.2,0.21,0.21
ALLSKY_SRF_ALB,2022,27.5,74.5,0.16,0.18,0.19,0.2,0.2,0.19,0.2,0.2,0.17,0.18,0.17,0.19,0.19
ALLSKY_SRF_ALB,2022,28.5,68.5,0.22,0.21,0.2,0.22,0.22,0.22,0.23,0.18,0.18,0.2,0.19,0.19,0.2
ALLSKY_SRF_ALB,2022,28.5,69.5,0.21,0.2,0.2,0.22,0.22,0.23,0.21,0.2,0.2,0.22,0.19,0.2,0.21
ALLSKY_SRF_ALB,2022,28.5,70.5,0.18,0.18,0.18,0.19,0.2,0.2,0.19,0.21,0.19,0.2,0.18,0.19,0.19
ALLSKY_SRF_ALB,2022,28.5,71.5,0.2,0.19,0.21,0.22,0.21,0.21,0.21,0.22,0.21,0.22,0.2,0.21,0.21
ALLSKY_SRF_ALB,2022,28.5,72.5,0.2,0.21,0.22,0.23,0.23,0.22,0.2,0.23,0.22,0.23,0.2,0.21,0.22
ALLSKY_SRF_ALB,2022,28.5,73.5,0.19,0.21,0.22,0.23,0.23,0.22,0.21,0.23,0.22,0.23,0.2,0.2,0.22
ALLSKY_SRF_ALB,2022,28.5,74.5,0.17,0.18,0.2,0.22,0.22,0.21,0.19,0.2,0.19,0.19,0.18,0.19,0.19
